year,index,tournament,name,odds,won,payoff
2008,9,Mayakoba Golf Classic,Carlos Franco,60/1,false,60.0
2008,9,Mayakoba Golf Classic,Brian Gay,60/1,true,60.0
2008,9,Mayakoba Golf Classic,Daisuke Maruyama,60/1,false,60.0
2008,9,Mayakoba Golf Classic,John Merrick,60/1,false,60.0
2008,9,Mayakoba Golf Classic,Doug LaBelle II,60/1,false,60.0
2008,9,Mayakoba Golf Classic,Chris Riley,60/1,false,60.0
2008,9,Mayakoba Golf Classic,Kenneth Ferrie,60/1,false,60.0
2008,9,Mayakoba Golf Classic,Brett Quigley,DNS,false,-1.0
2008,9,Mayakoba Golf Classic,Jonathan Kaye,80/1,false,80.0
2008,9,Mayakoba Golf Classic,Nick Flanagan,80/1,false,80.0
2008,9,Mayakoba Golf Classic,Brett Rumford,80/1,false,80.0
2008,9,Mayakoba Golf Classic,Tim Petrovic,80/1,false,80.0
2008,9,Mayakoba Golf Classic,Robert Gamez,80/1,false,80.0
2008,9,Mayakoba Golf Classic,Shaun Micheel,80/1,false,80.0
2008,9,Mayakoba Golf Classic,Chez Reavie,80/1,false,80.0
2008,9,Mayakoba Golf Classic,Harrison Frazar,100/1,false,100.0
2008,9,Mayakoba Golf Classic,Mark Hensby,DNS,false,-1.0
2008,9,Mayakoba Golf Classic,Pablo Martin,100/1,false,100.0
2008,9,Mayakoba Golf Classic,Bob May,100/1,false,100.0
2008,9,Mayakoba Golf Classic,Olin Browne,100/1,false,100.0
2008,9,Mayakoba Golf Classic,John Daly,100/1,false,100.0
2008,9,Mayakoba Golf Classic,Nick Price,100/1,false,100.0
2008,9,Mayakoba Golf Classic,Greg Norman,100/1,false,100.0
2008,9,Mayakoba Golf Classic,Field (all others),6/5,false,1.2
2008,10,The Honda Classic,Ernie Els,12/1,true,12.0
2008,10,The Honda Classic,Justin Rose,20/1,false,20.0
2008,10,The Honda Classic,Luke Donald,20/1,false,20.0
2008,10,The Honda Classic,Sergio Garcia,20/1,false,20.0
2008,10,The Honda Classic,Justin Leonard,25/1,false,25.0
2008,10,The Honda Classic,Boo Weekley,25/1,false,25.0
2008,10,The Honda Classic,Angel Cabrera,30/1,false,30.0
2008,10,The Honda Classic,Robert Allenby,30/1,false,30.0
2008,10,The Honda Classic,Zach Johnson,30/1,false,30.0
2008,10,The Honda Classic,Mike Weir,30/1,false,30.0
2008,10,The Honda Classic,Camilo Villegas,30/1,false,30.0
2008,10,The Honda Classic,Trevor Immelman,40/1,false,40.0
2008,10,The Honda Classic,David Toms,40/1,false,40.0
2008,10,The Honda Classic,Chad Campbell,40/1,false,40.0
2008,10,The Honda Classic,Anthony Kim,40/1,false,40.0
2008,10,The Honda Classic,Jonathan Byrd,40/1,false,40.0
2008,10,The Honda Classic,Steve Marino,30/1,false,30.0
2008,10,The Honda Classic,Arron Oberholser,50/1,false,50.0
2008,10,The Honda Classic,Retief Goosen,50/1,false,50.0
2008,10,The Honda Classic,Mark Wilson,50/1,false,50.0
2008,10,The Honda Classic,Bill Haas,50/1,false,50.0
2008,10,The Honda Classic,Matt Kuchar,40/1,false,40.0
2008,10,The Honda Classic,Jason Day,50/1,false,50.0
2008,10,The Honda Classic,Joe Durant,50/1,false,50.0
2008,10,The Honda Classic,Woody Austin,50/1,false,50.0
2008,10,The Honda Classic,Brian Gay,DNS,false,-1.0
2008,10,The Honda Classic,Kenny Perry,50/1,false,50.0
2008,10,The Honda Classic,Ben Crane,60/1,false,60.0
2008,10,The Honda Classic,Dustin Johnson,60/1,false,60.0
2008,10,The Honda Classic,Peter Lonard,60/1,false,60.0
2008,10,The Honda Classic,Vaughn Taylor,60/1,false,60.0
2008,10,The Honda Classic,Lucas Glover,60/1,false,60.0
2008,10,The Honda Classic,John Senden,60/1,false,60.0
2008,10,The Honda Classic,Carl Pettersson,60/1,false,60.0
2008,10,The Honda Classic,Fredrik Jacobson,DNS,false,-1.0
2008,10,The Honda Classic,Davis Love III,40/1,false,40.0
2008,10,The Honda Classic,Jason Gore,60/1,false,60.0
2008,10,The Honda Classic,Charlie Wi,60/1,false,60.0
2008,10,The Honda Classic,Kevin Na,80/1,false,80.0
2008,10,The Honda Classic,Mark Calcavecchia,50/1,false,50.0
2008,10,The Honda Classic,Sean O'Hair,80/1,false,80.0
2008,10,The Honda Classic,Heath Slocum,80/1,false,80.0
2008,10,The Honda Classic,Steve Flesch,80/1,false,80.0
2008,10,The Honda Classic,Jerry Kelly,80/1,false,80.0
2008,10,The Honda Classic,Chris DiMarco,80/1,false,80.0
2008,10,The Honda Classic,Kevin Sutherland,100/1,false,100.0
2008,10,The Honda Classic,Jesper Parnevik,100/1,false,100.0
2008,10,The Honda Classic,Shigeki Maruyama,100/1,false,100.0
2008,10,The Honda Classic,Ben Curtis,100/1,false,100.0
2008,10,The Honda Classic,Field (all others),3/1,false,3.0
2008,11,PODS Championship,Ernie Els,8/1,false,8.0
2008,11,PODS Championship,Justin Rose,20/1,false,20.0
2008,11,PODS Championship,Steve Stricker,20/1,false,20.0
2008,11,PODS Championship,Stuart Appleby,25/1,false,25.0
2008,11,PODS Championship,Stewart Cink,25/1,false,25.0
2008,11,PODS Championship,Robert Allenby,25/1,false,25.0
2008,11,PODS Championship,Scott Verplank,30/1,false,30.0
2008,11,PODS Championship,Stephen Ames,30/1,false,30.0
2008,11,PODS Championship,Chad Campbell,30/1,false,30.0
2008,11,PODS Championship,Mark Calcavecchia,30/1,false,30.0
2008,11,PODS Championship,Joe Durant,30/1,false,30.0
2008,11,PODS Championship,Charles Howell III,40/1,false,40.0
2008,11,PODS Championship,Kenny Perry,40/1,false,40.0
2008,11,PODS Championship,Boo Weekley,40/1,false,40.0
2008,11,PODS Championship,J.B. Holmes,40/1,false,40.0
2008,11,PODS Championship,Jonathan Byrd,40/1,false,40.0
2008,11,PODS Championship,Retief Goosen,50/1,false,50.0
2008,11,PODS Championship,David Toms,50/1,false,50.0
2008,11,PODS Championship,Geoff Ogilvy,50/1,false,50.0
2008,11,PODS Championship,Trevor Immelman,50/1,false,50.0
2008,11,PODS Championship,Paul Casey,50/1,false,50.0
2008,11,PODS Championship,Hunter Mahan,50/1,false,50.0
2008,11,PODS Championship,Davis Love III,50/1,false,50.0
2008,11,PODS Championship,Steve Marino,50/1,false,50.0
2008,11,PODS Championship,Brian Gay,50/1,false,50.0
2008,11,PODS Championship,Ben Crane,50/1,false,50.0
2008,11,PODS Championship,Ryuji Imada,50/1,false,50.0
2008,11,PODS Championship,Jeff Quinney,50/1,false,50.0
2008,11,PODS Championship,Nathan Green,50/1,false,50.0
2008,11,PODS Championship,Lucas Glover,60/1,false,60.0
2008,11,PODS Championship,Heath Slocum,60/1,false,60.0
2008,11,PODS Championship,Brandt Snedeker,60/1,false,60.0
2008,11,PODS Championship,Carl Pettersson,60/1,false,60.0
2008,11,PODS Championship,John Senden,60/1,false,60.0
2008,11,PODS Championship,Rod Pampling,60/1,false,60.0
2008,11,PODS Championship,Vaughn Taylor,60/1,false,60.0
2008,11,PODS Championship,Matt Jones,60/1,false,60.0
2008,11,PODS Championship,John Mallinger,60/1,false,60.0
2008,11,PODS Championship,Pat Perez,60/1,false,60.0
2008,11,PODS Championship,Tim Clark,DNS,false,-1.0
2008,11,PODS Championship,Ryan Moore,80/1,false,80.0
2008,11,PODS Championship,Peter Lonard,80/1,false,80.0
2008,11,PODS Championship,Fredrik Jacobson,DNS,false,-1.0
2008,11,PODS Championship,Jason Day,80/1,false,80.0
2008,11,PODS Championship,Jerry Kelly,80/1,false,80.0
2008,11,PODS Championship,Fred Couples,100/1,false,100.0
2008,11,PODS Championship,Nick O'Hern,100/1,false,100.0
2008,11,PODS Championship,Chris DiMarco,100/1,false,100.0
2008,11,PODS Championship,John Daly,250/1,false,250.0
2008,11,PODS Championship,Field (S O'Hair),3/1,true,3.0
2008,12,Arnold Palmer Invitational,Tiger Woods,10/11,true,0.9090909090909091
2008,12,Arnold Palmer Invitational,Phil Mickelson,10/1,false,10.0
2008,12,Arnold Palmer Invitational,Luke Donald,20/1,false,20.0
2008,12,Arnold Palmer Invitational,Vijay Singh,20/1,false,20.0
2008,12,Arnold Palmer Invitational,Jim Furyk,30/1,false,30.0
2008,12,Arnold Palmer Invitational,Sergio Garcia,30/1,false,30.0
2008,12,Arnold Palmer Invitational,Stuart Appleby,30/1,false,30.0
2008,12,Arnold Palmer Invitational,Geoff Ogilvy,40/1,false,40.0
2008,12,Arnold Palmer Invitational,Kenny Perry,50/1,false,50.0
2008,12,Arnold Palmer Invitational,Scott Verplank,50/1,false,50.0
2008,12,Arnold Palmer Invitational,Zach Johnson,50/1,false,50.0
2008,12,Arnold Palmer Invitational,Rod Pampling,50/1,false,50.0
2008,12,Arnold Palmer Invitational,Ryuji Imada,DNS,false,-1.0
2008,12,Arnold Palmer Invitational,Stephen Ames,60/1,false,60.0
2008,12,Arnold Palmer Invitational,Chad Campbell,60/1,false,60.0
2008,12,Arnold Palmer Invitational,Sean O'Hair,60/1,false,60.0
2008,12,Arnold Palmer Invitational,Lee Westwood,60/1,false,60.0
2008,12,Arnold Palmer Invitational,Brandt Snedeker,60/1,false,60.0
2008,12,Arnold Palmer Invitational,Bart Bryant,60/1,false,60.0
2008,12,Arnold Palmer Invitational,Paul Casey,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Retief Goosen,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Trevor Immelman,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Charles Howell III,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Hunter Mahan,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Steve Marino,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Carl Pettersson,80/1,false,80.0
2008,12,Arnold Palmer Invitational,John Senden,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Camilo Villegas,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Boo Weekley,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Martin Kaymer,80/1,false,80.0
2008,12,Arnold Palmer Invitational,Tim Clark,100/1,false,100.0
2008,12,Arnold Palmer Invitational,Jerry Kelly,100/1,false,100.0
2008,12,Arnold Palmer Invitational,Fred Couples,100/1,false,100.0
2008,12,Arnold Palmer Invitational,Nathan Green,100/1,false,100.0
2008,12,Arnold Palmer Invitational,Woody Austin,100/1,false,100.0
2008,12,Arnold Palmer Invitational,Ben Crane,100/1,false,100.0
2008,12,Arnold Palmer Invitational,Davis Love III,100/1,false,100.0
2008,12,Arnold Palmer Invitational,J.B. Holmes,100/1,false,100.0
2008,12,Arnold Palmer Invitational,Jeff Quinney,100/1,false,100.0
2008,12,Arnold Palmer Invitational,Niclas Fasth,125/1,false,125.0
2008,12,Arnold Palmer Invitational,Ian Poulter,125/1,false,125.0
2008,12,Arnold Palmer Invitational,Lucas Glover,125/1,false,125.0
2008,12,Arnold Palmer Invitational,Heath Slocum,125/1,false,125.0
2008,12,Arnold Palmer Invitational,Ryan Moore,DNS,false,-1.0
2008,12,Arnold Palmer Invitational,Ben Curtis,150/1,false,150.0
2008,12,Arnold Palmer Invitational,Nick O'Hern,DNS,false,-1.0
2008,12,Arnold Palmer Invitational,Colin Montgomerie,150/1,false,150.0
2008,12,Arnold Palmer Invitational,Richard Sterne,150/1,false,150.0
2008,12,Arnold Palmer Invitational,John Daly,DNS,false,-1.0
2008,12,Arnold Palmer Invitational,Field (all others),8/1,false,8.0
2008,13,WGC-CA Championship,Tiger Woods,10/13,false,0.7692307692307693
2008,13,WGC-CA Championship,Phil Mickelson,15/1,false,15.0
2008,13,WGC-CA Championship,Ernie Els,20/1,false,20.0
2008,13,WGC-CA Championship,Vijay Singh,20/1,false,20.0
2008,13,WGC-CA Championship,Adam Scott,30/1,false,30.0
2008,13,WGC-CA Championship,Jim Furyk,30/1,false,30.0
2008,13,WGC-CA Championship,Sergio Garcia,40/1,false,40.0
2008,13,WGC-CA Championship,Justin Rose,40/1,false,40.0
2008,13,WGC-CA Championship,Henrik Stenson,40/1,false,40.0
2008,13,WGC-CA Championship,Geoff Ogilvy,40/1,false,40.0
2008,13,WGC-CA Championship,K.J. Choi,40/1,false,40.0
2008,13,WGC-CA Championship,Steve Stricker,40/1,false,40.0
2008,13,WGC-CA Championship,Luke Donald,50/1,false,50.0
2008,13,WGC-CA Championship,Stewart Cink,50/1,false,50.0
2008,13,WGC-CA Championship,Robert Allenby,50/1,false,50.0
2008,13,WGC-CA Championship,Rory Sabbatini,50/1,false,50.0
2008,13,WGC-CA Championship,Sean O'Hair,50/1,false,50.0
2008,13,WGC-CA Championship,Stuart Appleby,60/1,false,60.0
2008,13,WGC-CA Championship,Aaron Baddeley,60/1,false,60.0
2008,13,WGC-CA Championship,Angel Cabrera,60/1,false,60.0
2008,13,WGC-CA Championship,Lee Westwood,60/1,false,60.0
2008,13,WGC-CA Championship,Retief Goosen,60/1,false,60.0
2008,13,WGC-CA Championship,Zach Johnson,60/1,false,60.0
2008,13,WGC-CA Championship,Hunter Mahan,60/1,false,60.0
2008,13,WGC-CA Championship,Mike Weir,80/1,false,80.0
2008,13,WGC-CA Championship,Justin Leonard,80/1,false,80.0
2008,13,WGC-CA Championship,Mark Calcavecchia,80/1,false,80.0
2008,13,WGC-CA Championship,Niclas Fasth,80/1,false,80.0
2008,13,WGC-CA Championship,Ryuji Imada,80/1,false,80.0
2008,13,WGC-CA Championship,Brandt Snedeker,80/1,false,80.0
2008,13,WGC-CA Championship,Stephen Ames,80/1,false,80.0
2008,13,WGC-CA Championship,Trevor Immelman,80/1,false,80.0
2008,13,WGC-CA Championship,Scott Verplank,80/1,false,80.0
2008,13,WGC-CA Championship,Paul Casey,100/1,false,100.0
2008,13,WGC-CA Championship,Tim Clark,100/1,false,100.0
2008,13,WGC-CA Championship,Martin Kaymer,100/1,false,100.0
2008,13,WGC-CA Championship,Charles Howell III,100/1,false,100.0
2008,13,WGC-CA Championship,Camilo Villegas,100/1,false,100.0
2008,13,WGC-CA Championship,Boo Weekley,100/1,false,100.0
2008,13,WGC-CA Championship,Ian Poulter,125/1,false,125.0
2008,13,WGC-CA Championship,Woody Austin,125/1,false,125.0
2008,13,WGC-CA Championship,Jonathan Byrd,125/1,false,125.0
2008,13,WGC-CA Championship,Arron Oberholser,125/1,false,125.0
2008,13,WGC-CA Championship,Nick O'Hern,125/1,false,125.0
2008,13,WGC-CA Championship,Robert Karlsson,150/1,false,150.0
2008,13,WGC-CA Championship,Nick Dougherty,150/1,false,150.0
2008,13,WGC-CA Championship,J.B. Holmes,150/1,false,150.0
2008,13,WGC-CA Championship,Andres Romero,150/1,false,150.0
2008,13,WGC-CA Championship,Colin Montgomerie,150/1,false,150.0
2008,13,WGC-CA Championship,Field (all others),20/1,false,20.0
2008,14,Puerto Rico Open,Steve Marino,WD,false,-1.0
2008,14,Puerto Rico Open,Alex Cejka,15/1,false,15.0
2008,14,Puerto Rico Open,Joe Durant,20/1,false,20.0
2008,14,Puerto Rico Open,Matt Kuchar,20/1,false,20.0
2008,14,Puerto Rico Open,Brian Gay,20/1,false,20.0
2008,14,Puerto Rico Open,Pat Perez,WD,false,-1.0
2008,14,Puerto Rico Open,Jerry Kelly,20/1,false,20.0
2008,14,Puerto Rico Open,Dudley Hart,30/1,false,30.0
2008,14,Puerto Rico Open,Tom Lehman,30/1,false,30.0
2008,14,Puerto Rico Open,Bill Haas,30/1,false,30.0
2008,14,Puerto Rico Open,Alejandro Canizares,40/1,false,40.0
2008,14,Puerto Rico Open,Bo Van Pelt,40/1,false,40.0
2008,14,Puerto Rico Open,John Merrick,40/1,false,40.0
2008,14,Puerto Rico Open,Briny Baird,50/1,false,50.0
2008,14,Puerto Rico Open,Brett Quigley,50/1,false,50.0
2008,14,Puerto Rico Open,Tim Petrovic,50/1,false,50.0
2008,14,Puerto Rico Open,Michael Sim,50/1,false,50.0
2008,14,Puerto Rico Open,Shigeki Maruyama,50/1,false,50.0
2008,14,Puerto Rico Open,Ben Curtis,60/1,false,60.0
2008,14,Puerto Rico Open,Parker McLachlin,WD,false,-1.0
2008,14,Puerto Rico Open,Craig Kanada,60/1,false,60.0
2008,14,Puerto Rico Open,Chris Riley,60/1,false,60.0
2008,14,Puerto Rico Open,Andrew Buckle,60/1,false,60.0
2008,14,Puerto Rico Open,Daisuke Maruyama,60/1,false,60.0
2008,14,Puerto Rico Open,Charley Hoffman,60/1,false,60.0
2008,14,Puerto Rico Open,Cameron Beckman,80/1,false,80.0
2008,14,Puerto Rico Open,James Driscoll,80/1,false,80.0
2008,14,Puerto Rico Open,Kenneth Ferrie,80/1,false,80.0
2008,14,Puerto Rico Open,Paul Stankowski,80/1,false,80.0
2008,14,Puerto Rico Open,Nicholas Thompson,80/1,false,80.0
2008,14,Puerto Rico Open,Kevin Stadler,80/1,false,80.0
2008,14,Puerto Rico Open,Stephen Leaney,80/1,false,80.0
2008,14,Puerto Rico Open,Esteban Toledo,80/1,false,80.0
2008,14,Puerto Rico Open,Roland Thatcher,100/1,false,100.0
2008,14,Puerto Rico Open,Bob Estes,100/1,false,100.0
2008,14,Puerto Rico Open,Jeff Overton,100/1,false,100.0
2008,14,Puerto Rico Open,Pablo Martin,100/1,false,100.0
2008,14,Puerto Rico Open,Ryan Armour,100/1,false,100.0
2008,14,Puerto Rico Open,Carlos Franco,100/1,false,100.0
2008,14,Puerto Rico Open,Harrison Frazar,100/1,false,100.0
2008,14,Puerto Rico Open,Lee Janzen,100/1,false,100.0
2008,14,Puerto Rico Open,Doug LaBelle II,100/1,false,100.0
2008,14,Puerto Rico Open,Kevin Streelman,100/1,false,100.0
2008,14,Puerto Rico Open,Duffy Waldorf,125/1,false,125.0
2008,14,Puerto Rico Open,Jay Williamson,125/1,false,125.0
2008,14,Puerto Rico Open,Steve Allan,125/1,false,125.0
2008,14,Puerto Rico Open,Shaun Micheel,125/1,false,125.0
2008,14,Puerto Rico Open,Mathias Gronberg,125/1,false,125.0
2008,14,Puerto Rico Open,Johnson Wagner,125/1,false,125.0
2008,14,Puerto Rico Open,Field (G Kraft),2/3,true,0.6666666666666666
2008,15,Zurich Classic of NO,Jim Furyk,12/1,false,12.0
2008,15,Zurich Classic of NO,Padriag Harrington,15/1,false,15.0
2008,15,Zurich Classic of NO,Steve Stricker,15/1,false,15.0
2008,15,Zurich Classic of NO,Retief Goosen,20/1,false,20.0
2008,15,Zurich Classic of NO,Stewart Cink,25/1,false,25.0
2008,15,Zurich Classic of NO,Zach Johnson,30/1,false,30.0
2008,15,Zurich Classic of NO,Mike Weir,30/1,false,30.0
2008,15,Zurich Classic of NO,Anthony Kim,30/1,false,30.0
2008,15,Zurich Classic of NO,Mark Calcavecchia,30/1,false,30.0
2008,15,Zurich Classic of NO,Tim Clark,40/1,false,40.0
2008,15,Zurich Classic of NO,Ryuji Imada,40/1,false,40.0
2008,15,Zurich Classic of NO,Kenny Perry,40/1,false,40.0
2008,15,Zurich Classic of NO,Daniel Chopra,40/1,false,40.0
2008,15,Zurich Classic of NO,Steve Marino,40/1,false,40.0
2008,15,Zurich Classic of NO,Carl Pettersson,40/1,false,40.0
2008,15,Zurich Classic of NO,Ken Duke,40/1,false,40.0
2008,15,Zurich Classic of NO,Lucas Glover,40/1,false,40.0
2008,15,Zurich Classic of NO,Woody Austin,50/1,false,50.0
2008,15,Zurich Classic of NO,Chad Campbell,50/1,false,50.0
2008,15,Zurich Classic of NO,Nick Watney,50/1,false,50.0
2008,15,Zurich Classic of NO,Pat Perez,50/1,false,50.0
2008,15,Zurich Classic of NO,David Toms,DNS,false,-1.0
2008,15,Zurich Classic of NO,Rod Pampling,50/1,false,50.0
2008,15,Zurich Classic of NO,Tom Pernice Jr,50/1,false,50.0
2008,15,Zurich Classic of NO,Bubba Watson,30/1,false,30.0
2008,15,Zurich Classic of NO,Bo Van Pelt,50/1,false,50.0
2008,15,Zurich Classic of NO,Jonathan Byrd,60/1,false,60.0
2008,15,Zurich Classic of NO,John Senden,60/1,false,60.0
2008,15,Zurich Classic of NO,Billy Mayfair,60/1,false,60.0
2008,15,Zurich Classic of NO,Nathan Green,60/1,false,60.0
2008,15,Zurich Classic of NO,Fredrik Jacobson,60/1,false,60.0
2008,15,Zurich Classic of NO,John Mallinger,50/1,false,50.0
2008,15,Zurich Classic of NO,Alex Cejka,60/1,false,60.0
2008,15,Zurich Classic of NO,Vaughn Taylor,60/1,false,60.0
2008,15,Zurich Classic of NO,Robert Karlsson,80/1,false,80.0
2008,15,Zurich Classic of NO,Brian Gay,80/1,false,80.0
2008,15,Zurich Classic of NO,Joe Durant,80/1,false,80.0
2008,15,Zurich Classic of NO,Davis Love III,80/1,false,80.0
2008,15,Zurich Classic of NO,Chris DiMarco,80/1,false,80.0
2008,15,Zurich Classic of NO,Jeff Quinney,80/1,false,80.0
2008,15,Zurich Classic of NO,J.J. Henry,80/1,false,80.0
2008,15,Zurich Classic of NO,John Merrick,80/1,false,80.0
2008,15,Zurich Classic of NO,Cliff Kresge,80/1,false,80.0
2008,15,Zurich Classic of NO,Kevin Sutherland,80/1,false,80.0
2008,15,Zurich Classic of NO,Matt Jones,80/1,false,80.0
2008,15,Zurich Classic of NO,Andres Romero,100/1,true,100.0
2008,15,Zurich Classic of NO,Peter Lonard,100/1,false,100.0
2008,15,Zurich Classic of NO,Tim Petrovic,100/1,false,100.0
2008,15,Zurich Classic of NO,John Daly,300/1,false,300.0
2008,15,Zurich Classic of NO,Field (all others),2/1,false,2.0
2008,16,Shell Houston Open,Phil Mickelson,8/1,false,8.0
2008,16,Shell Houston Open,Adam Scott,12/1,false,12.0
2008,16,Shell Houston Open,Padraig Harrington,15/1,false,15.0
2008,16,Shell Houston Open,Geoff Ogilvy,15/1,false,15.0
2008,16,Shell Houston Open,Stuart Appleby,15/1,false,15.0
2008,16,Shell Houston Open,K.J. Choi,20/1,false,20.0
2008,16,Shell Houston Open,Steve Stricker,20/1,false,20.0
2008,16,Shell Houston Open,Hunter Mahan,30/1,false,30.0
2008,16,Shell Houston Open,Robert Allenby,30/1,false,30.0
2008,16,Shell Houston Open,Aaron Baddeley,30/1,false,30.0
2008,16,Shell Houston Open,Justin Leonard,30/1,false,30.0
2008,16,Shell Houston Open,Bart Bryant,40/1,false,40.0
2008,16,Shell Houston Open,Anthony Kim,40/1,false,40.0
2008,16,Shell Houston Open,Chad Campbell,40/1,false,40.0
2008,16,Shell Houston Open,Angel Cabrera,50/1,false,50.0
2008,16,Shell Houston Open,Andres Romero,50/1,false,50.0
2008,16,Shell Houston Open,Carl Pettersson,50/1,false,50.0
2008,16,Shell Houston Open,Trevor Immelman,50/1,false,50.0
2008,16,Shell Houston Open,Nick O'Hern,50/1,false,50.0
2008,16,Shell Houston Open,Peter Lonard,50/1,false,50.0
2008,16,Shell Houston Open,Bubba Watson,50/1,false,50.0
2008,16,Shell Houston Open,Pat Perez,60/1,false,60.0
2008,16,Shell Houston Open,Ben Crane,60/1,false,60.0
2008,16,Shell Houston Open,Rod Pampling,60/1,false,60.0
2008,16,Shell Houston Open,John Merrick,60/1,false,60.0
2008,16,Shell Houston Open,Briny Baird,80/1,false,80.0
2008,16,Shell Houston Open,Charles Howell III,80/1,false,80.0
2008,16,Shell Houston Open,John Mallinger,80/1,false,80.0
2008,16,Shell Houston Open,Steve Elkington,80/1,false,80.0
2008,16,Shell Houston Open,Lucas Glover,80/1,false,80.0
2008,16,Shell Houston Open,Steve Marino,80/1,false,80.0
2008,16,Shell Houston Open,Vaughn Taylor,80/1,false,80.0
2008,16,Shell Houston Open,Tommy Armour III,80/1,false,80.0
2008,16,Shell Houston Open,Bob Estes,80/1,false,80.0
2008,16,Shell Houston Open,Davis Love III,80/1,false,80.0
2008,16,Shell Houston Open,John Rollins,80/1,false,80.0
2008,16,Shell Houston Open,Nathan Green,80/1,false,80.0
2008,16,Shell Houston Open,Jeff Maggert,60/1,false,60.0
2008,16,Shell Houston Open,Fred Couples,100/1,false,100.0
2008,16,Shell Houston Open,Brett Wetterich,100/1,false,100.0
2008,16,Shell Houston Open,Bo Van Pelt,100/1,false,100.0
2008,16,Shell Houston Open,Fredrik Jacobson,100/1,false,100.0
2008,16,Shell Houston Open,Joe Durant,100/1,false,100.0
2008,16,Shell Houston Open,Jeev Milkha Singh,100/1,false,100.0
2008,16,Shell Houston Open,Kevin Sutherland,100/1,false,100.0
2008,16,Shell Houston Open,Ken Duke,100/1,false,100.0
2008,16,Shell Houston Open,Jose Maria Olazabal,150/1,false,150.0
2008,16,Shell Houston Open,Ben Curtis,150/1,false,150.0
2008,16,Shell Houston Open,John Daly,200/1,false,200.0
2008,16,Shell Houston Open,Field (J Wagner),5/2,true,2.5
2008,17,The Masters,Tiger Woods,13/10,false,1.3
2008,17,The Masters,Phil Mickelson,11/1,false,11.0
2008,17,The Masters,Vijay Singh,15/1,false,15.0
